acquisition_channel,cancel_year_month,duration_month,fiber_or_adsl,has_retention,offer,recruit_year_month,sub_offer,total_bill,churned,recruit_date,cancel_date,tenure_months,tenure_bin,monthly_revenue_rate
phone,2017-05,4.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,0,1,2017-01-01,2017-05-01,4.0,4,0.0
pos,,,fiber,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,3570,0,2016-01-01,,72.40473061760841,72,49.30617059891107
phone,2018-07,18.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,830,1,2017-01-01,2018-07-01,18.0,18,46.111111111111114
pos,2017-11,22.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,990,1,2016-01-01,2017-11-01,22.0,22,45.0
phone,2016-04,3.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,1,2016-01-01,2016-04-01,3.0,3,0.0
phone,2021-12,71.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2790,1,2016-01-01,2021-12-01,71.0,66,39.29577464788732
online,2018-08,31.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1260,1,2016-01-01,2018-08-01,31.0,30,40.645161290322584
outgoing call - promo,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2560,0,2016-01-01,,72.40473061760841,72,35.35680580762251
online,2019-01,24.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1200,1,2017-01-01,2019-01-01,24.0,24,50.0
online,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2560,0,2017-01-01,,60.381077529566355,60,42.397388465723616
online,2017-07,18.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,780,1,2016-01-01,2017-07-01,18.0,18,43.333333333333336
mail,2016-01,0.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,50,1,2016-01-01,2016-01-01,0.0,0,inf
online,2017-07,18.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,760,1,2016-01-01,2017-07-01,18.0,18,42.22222222222222
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2610,0,2017-01-01,,60.381077529566355,60,43.22546245919478
pos,2017-07,18.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,720,1,2016-01-01,2017-07-01,18.0,18,40.0
outgoing call - promo,2016-12,11.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,160,1,2016-01-01,2016-12-01,11.0,11,14.545454545454545
outgoing call - promo,,,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,1980,0,2017-01-01,,60.381077529566355,60,32.79173014145811
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2400,0,2017-01-01,,60.381077529566355,60,39.74755168661589
online,2020-11,58.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2400,1,2016-01-01,2020-11-01,58.0,54,41.37931034482759
phone,2019-06,29.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1200,1,2017-01-01,2019-06-01,29.0,27,41.37931034482759
pos,2017-09,20.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,970,1,2016-01-01,2017-09-01,20.0,20,48.5
phone,2016-10,9.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,490,1,2016-01-01,2016-10-01,9.0,9,54.44444444444444
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2600,0,2017-01-01,,60.381077529566355,60,43.059847660500544
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2890,0,2016-01-01,,72.40473061760841,72,39.91451905626134
online,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2440,0,2017-01-01,,60.381077529566355,60,40.41001088139282
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2410,0,2017-01-01,,60.381077529566355,60,39.91316648531012
online,2017-03,14.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,610,1,2016-01-01,2017-03-01,14.0,14,43.57142857142857
outgoing call - promo,2017-04,3.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,0,1,2017-01-01,2017-04-01,3.0,3,0.0
phone,2017-03,2.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,0,1,2017-01-01,2017-03-01,2.0,2,0.0
pos,2019-04,39.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1700,1,2016-01-01,2019-04-01,39.0,36,43.58974358974359
outgoing call - promo,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2770,0,2016-01-01,,72.40473061760841,72,38.25716878402904
phone,2021-08,55.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2050,1,2017-01-01,2021-08-01,55.0,54,37.27272727272727
online,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,6100,0,2016-01-01,,72.40473061760841,72,84.2486388384755
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2830,0,2016-01-01,,72.40473061760841,72,39.085843920145194
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3430,0,2016-01-01,,72.40473061760841,72,47.372595281306715
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3930,0,2016-01-01,,72.40473061760841,72,54.27822141560799
online,2019-09,44.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1860,1,2016-01-01,2019-09-01,44.0,42,42.27272727272727
online,2017-04,3.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,0,1,2017-01-01,2017-04-01,3.0,3,0.0
outgoing call - promo,2017-12,11.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,150,1,2017-01-01,2017-12-01,11.0,11,13.636363636363637
online,,,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,5310,0,2016-01-01,,72.40473061760841,72,73.3377495462795
phone,2021-06,65.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2510,1,2016-01-01,2021-06-01,65.0,60,38.61538461538461
outgoing call - promo,2021-01,48.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,1580,1,2017-01-01,2021-01-01,48.0,48,32.916666666666664
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3110,0,2016-01-01,,72.40473061760841,72,42.952994555353904
outgoing call - promo,,,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,1910,0,2017-01-01,,60.381077529566355,60,31.63242655059848
phone,2017-09,8.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,480,1,2017-01-01,2017-09-01,8.0,8,60.0
outgoing call - promo,2018-01,12.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,180,1,2017-01-01,2018-01-01,12.0,12,15.0
outgoing call - promo,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2390,0,2017-01-01,,60.381077529566355,60,39.58193688792166
outgoing call - promo,2020-10,57.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,1910,1,2016-01-01,2020-10-01,57.0,54,33.50877192982456
phone,2016-01,0.0,fiber,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,50,1,2016-01-01,2016-01-01,0.0,0,inf
phone,,,fiber,True,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3120,0,2017-01-01,,60.381077529566355,60,51.671817192600656
online,2017-08,7.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,280,1,2017-01-01,2017-08-01,7.0,7,40.0
outgoing call - promo,2017-07,18.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,450,1,2016-01-01,2017-07-01,18.0,18,25.0
online,2019-11,34.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1380,1,2017-01-01,2019-11-01,34.0,33,40.588235294117645
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,4380,0,2016-01-01,,72.40473061760841,72,60.49328493647913
phone,2017-10,9.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,840,1,2017-01-01,2017-10-01,9.0,9,93.33333333333333
outgoing call - promo,2018-03,14.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,200,1,2017-01-01,2018-03-01,14.0,14,14.285714285714286
pos,2017-12,23.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,940,1,2016-01-01,2017-12-01,23.0,23,40.869565217391305
online,2017-01,0.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,0,1,2017-01-01,2017-01-01,0.0,0,
online,,,fiber,True,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2330,0,2017-01-01,,60.381077529566355,60,38.58824809575626
outgoing call - promo,2019-01,36.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1160,1,2016-01-01,2019-01-01,36.0,36,32.22222222222222
phone,2017-07,18.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,710,1,2016-01-01,2017-07-01,18.0,18,39.44444444444444
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,4330,0,2016-01-01,,72.40473061760841,72,59.802722323049004
outgoing call - promo,2018-09,20.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,470,1,2017-01-01,2018-09-01,20.0,20,23.5
outgoing call - promo,2017-05,16.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,410,1,2016-01-01,2017-05-01,16.0,16,25.625
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2920,0,2016-01-01,,72.40473061760841,72,40.32885662431942
online,2018-08,19.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1610,1,2017-01-01,2018-08-01,19.0,19,84.73684210526316
outgoing call - promo,2018-07,18.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,380,1,2017-01-01,2018-07-01,18.0,18,21.11111111111111
phone,,,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2610,0,2016-01-01,,72.40473061760841,72,36.04736842105263
online,2016-01,0.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,1,2016-01-01,2016-01-01,0.0,0,
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2420,0,2017-01-01,,60.381077529566355,60,40.07878128400436
outgoing call - promo,2018-07,18.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,190,1,2017-01-01,2018-07-01,18.0,18,10.555555555555555
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2640,0,2017-01-01,,60.381077529566355,60,43.72230685527748
outgoing call - promo,2017-11,10.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,280,1,2017-01-01,2017-11-01,10.0,10,28.0
online,2016-06,5.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,260,1,2016-01-01,2016-06-01,5.0,5,52.0
phone,2019-04,39.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2700,1,2016-01-01,2019-04-01,39.0,36,69.23076923076923
outgoing call - promo,,,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,2400,0,2016-01-01,,72.40473061760841,72,33.1470054446461
outgoing call - promo,,,adsl,True,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2010,0,2017-01-01,,60.381077529566355,60,33.28857453754081
pos,2017-07,6.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,200,1,2017-01-01,2017-07-01,6.0,6,33.333333333333336
online,2017-06,17.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,1020,1,2016-01-01,2017-06-01,17.0,17,60.0
online,2016-06,5.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,1,2016-01-01,2016-06-01,5.0,5,0.0
outgoing call - promo,2018-01,12.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,170,1,2017-01-01,2018-01-01,12.0,12,14.166666666666666
online,2018-03,26.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1090,1,2016-01-01,2018-03-01,26.0,24,41.92307692307692
outgoing call - promo,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2730,0,2016-01-01,,72.40473061760841,72,37.70471869328494
outgoing call - promo,2020-01,48.0,fiber,True,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1500,1,2016-01-01,2020-01-01,48.0,48,31.25
pos,2020-01,36.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1530,1,2017-01-01,2020-01-01,36.0,36,42.5
online,,,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2710,0,2016-01-01,,72.40473061760841,72,37.42849364791289
online,,,fiber,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2950,0,2016-01-01,,72.40473061760841,72,40.743194192377494
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3280,0,2017-01-01,,60.381077529566355,60,54.321653971708386
pos,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3420,0,2016-01-01,,72.40473061760841,72,47.23448275862069
outgoing call - promo,2018-01,12.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,0,1,2017-01-01,2018-01-01,12.0,12,0.0
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3900,0,2016-01-01,,72.40473061760841,72,53.863883847549914
outgoing call - promo,2017-11,10.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,250,1,2017-01-01,2017-11-01,10.0,10,25.0
pos,2016-04,3.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,290,1,2016-01-01,2016-04-01,3.0,3,96.66666666666667
outgoing call - promo,2021-01,60.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,1990,1,2016-01-01,2021-01-01,60.0,60,33.166666666666664
pos,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3300,0,2016-01-01,,72.40473061760841,72,45.577132486388386
outgoing call - promo,2019-07,30.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,820,1,2017-01-01,2019-07-01,30.0,30,27.333333333333332
outgoing call - promo,2016-12,11.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,180,1,2016-01-01,2016-12-01,11.0,11,16.363636363636363
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2450,0,2017-01-01,,60.381077529566355,60,40.57562568008706
phone,2017-04,15.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,660,1,2016-01-01,2017-04-01,15.0,15,44.0
outgoing call - promo,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2120,0,2017-01-01,,60.381077529566355,60,35.11033732317737
phone,,,fiber,True,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2960,0,2017-01-01,,60.381077529566355,60,49.02198041349293
outgoing call - promo,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3740,0,2017-01-01,,60.381077529566355,60,61.9399347116431
outgoing call - promo,2016-09,8.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,180,1,2016-01-01,2016-09-01,8.0,8,22.5
outgoing call - promo,,,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,3380,0,2016-01-01,,72.40473061760841,72,46.68203266787659
outgoing call - promo,2017-02,13.0,fiber,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,200,1,2016-01-01,2017-02-01,13.0,13,15.384615384615385
online,2016-01,0.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,1,2016-01-01,2016-01-01,0.0,0,
online,2016-06,5.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,260,1,2016-01-01,2016-06-01,5.0,5,52.0
online,2016-11,10.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,530,1,2016-01-01,2016-11-01,10.0,10,53.0
phone,2020-11,58.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2800,1,2016-01-01,2020-11-01,58.0,54,48.275862068965516
outgoing call - promo,2016-12,11.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,190,1,2016-01-01,2016-12-01,11.0,11,17.272727272727273
pos,2018-08,19.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,620,1,2017-01-01,2018-08-01,19.0,19,32.63157894736842
pos,2018-12,35.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1450,1,2016-01-01,2018-12-01,35.0,33,41.42857142857143
outgoing call - promo,,,fiber,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,2640,0,2016-01-01,,72.40473061760841,72,36.46170598911071
outgoing call - promo,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2660,0,2016-01-01,,72.40473061760841,72,36.73793103448276
online,2018-09,32.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,1260,1,2016-01-01,2018-09-01,32.0,30,39.375
online,,,fiber,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2680,0,2016-01-01,,72.40473061760841,72,37.01415607985481
online,2020-01,36.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1510,1,2017-01-01,2020-01-01,36.0,36,41.94444444444444
online,2018-12,23.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2300,1,2017-01-01,2018-12-01,23.0,23,100.0
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2730,0,2017-01-01,,60.381077529566355,60,45.212840043525574
online,2016-02,1.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,40,1,2016-01-01,2016-02-01,1.0,1,40.0
online,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2490,0,2017-01-01,,60.381077529566355,60,41.238084874863986
